Track,Album Name,Artist,Release Date,Spotify Streams,YouTube Views,TikTok Views
Toda Remix - Remix,Toda (Remix),Alex Rose,6/1/2018,482021697.0,1965829285.0,289741256.0
I Hate U,I Hate U - Single,SZA,12/3/2021,456871037.0,142820854.0,1676387442.0
Better Now,beerbongs & bentleys,Post Malone,4/27/2018,1953403531.0,48443287.0,97061584.0
Call Me Maybe,Kiss,Carly Rae Jepsen,1/1/2012,1394048309.0,2007334200.0,367016981.0
Pobre Corazï¿½,Pobre Corazï¿½ï¿½n (En Vivo) [feat. Onda Sabanera] - Si,Ke Personajes,3/2/2023,187127704.0,425484500.0,30085568.0
Piece Of Your Heart,Piece Of Your Heart,MEDUZA,2/1/2019,995452298.0,464369299.0,1282810923.0
Mi Kryptonita,Talento De Vida,Doble ONE Flow Letal,10/11/2023,140356426.0,87822276.0,1057039331.0
Ram Pam Pam,Ram Pam Pam,NATTI NATASHA,4/20/2021,257167813.0,794011391.0,2167134347.0
Stuck In The Middle,BABYMONSTER Pre-Release Single [Stuck In The Middle],BABYMONSTER,2/1/2024,21167612.0,147951356.0,70103300.0
No Se Va,No Se Va (En Vivo) - EP,Grupo Frontera,4/28/2022,582023797.0,293059162.0,805988782.0
Aesthetic,Aesthetic,Xilo,2/14/2020,27312761.0,3538161.0,5979843010.0
get him back!,GUTS,Olivia Rodrigo,9/8/2023,287724574.0,54771296.0,469327093.0
LA PEOPLE II,LA PEOPLE II,Peso Pluma,3/21/2024,123243341.0,53762979.0,3100000.0
The Tortured Poets Department,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,150693008.0,15389385.0,39100.0
Your Love (9PM),Your Love (9PM),ATB,1/15/2021,721002104.0,118729044.0,81735548.0
One Side,One Side,Iyanya,9/15/2022,23823099.0,75987807.0,1004679876.0
HEAT STICK,HEAT STICK,Shoreline Mafia,5/10/2024,20538101.0,3575151.0,108700.0
Photograph,x (Wembley Edition),Ed Sheeran,1/1/2013,2525355904.0,1884843329.0,4406781129.0
Great Gatsby,Nostalgia,Rod Wave,9/15/2023,66813186.0,75881981.0,34091093.0
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofï¿½ï¿½a R,2/16/2018,667508675.0,1001147152.0,8778203835.0
Ateï¿½ï¿½e Dï¿½ï,Ateï¿½ï¿½e Dï¿½ï,Mert Demir,9/22/2023,98395711.0,198114786.0,84398578.0
Until I Found You (with Em Beihold) - Em Beihold Version,Until I Found You (Em Beihold Version),Stephen Sanchez,4/22/2022,1020452066.0,114404861.0,1013000586.0
Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,3/5/2021,793287638.0,104966782.0,319496635.0
Jiwa Yang Bersedih,Jiwa Yang Bersedih - Single,Ghea Indrawari,5/18/2023,229120157.0,136914720.0,5604886674.0
Coco Chanel,3MEN2 KBRN,Eladio Carrion,3/17/2023,459282058.0,100210832.0,147682062.0
At My Worst,The Prelude,Pink Sweat$,7/17/2020,670245273.0,537033479.0,1736930175.0
TOO MUCH,TOO MUCH,The Kid LAROI,10/19/2023,137894955.0,45533851.0,13108162.0
Go Down Deh (feat. Shaggy and Sean Paul),Go Down Deh (feat. Shaggy and Sean Paul),Spice,4/30/2021,218431985.0,336505073.0,4731467896.0
Tomorrow 2 (with Cardi B),Tomorrow 2 (with Cardi B),GloRilla,9/23/2022,157806193.0,216925153.0,507673872.0
Se Preparï¿,Se Preparï¿,Ozuna,8/10/2017,846909112.0,2003507626.0,259122341.0
Lost on You,Lost On You,LP,3/24/2016,837042727.0,2265062550.0,239446479.0
Leï¿½,Leï¿½ï¿½o - Si,Marï¿½ï¿½lia Mendo,12/8/2022,415752953.0,423072409.0,754580262.0
Lean Wit Me,Lean Wit Me,Juice WRLD,5/22/2018,880781313.0,432457883.0,33981823.0
HOTEL LOBBY (Unc & Phew),HOTEL LOBBY (Unc and Phew),Quavo,5/20/2022,399707517.0,44839108.0,1130861.0
April Rain in August Weather,April Rain in August Weather - Single,Baba Blakes,3/24/2023,408449.0,524571173.0,385.0
Panini,Panini,Lil Nas X,6/20/2019,741766886.0,659070547.0,493209730.0
She Had Me At Heads Carolina,Stereotype,Cole Swindell,4/8/2022,244709550.0,92809269.0,140118719.0
"So Long, London",THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,175613480.0,15237337.0,1510800.0
bad idea right?,bad idea right?,Olivia Rodrigo,8/11/2023,433515672.0,37971085.0,839351640.0
"Ay, DiOs Mï¿½ï","Ay, DiOs Mï¿½ï",KAROL G,7/10/2020,599215039.0,834762162.0,779241131.0
happier,SOUR,Olivia Rodrigo,5/21/2021,1133535049.0,352845171.0,3266081830.0
Lalala,Lalala,Y2K,6/28/2019,968133091.0,707665227.0,6342877983.0
ONE MORE TIME,ONE MORE TIME / MORE THAN YOU KNOW,blink-182,9/21/2023,62097485.0,36646460.0,39957104.0
ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý,HoneyWorks,11/21/2022,23191929.0,128703160.0,6284732144.0
Tubarï¿½ï¿½o Te,Tubarï¿½ï¿½o Te,Dj LK da Escï¿½ï¿,9/28/2022,150177750.0,153683754.0,15253039012.0
Chichiquetere,Chichiquetere,HCTM,8/6/2022,1858478.0,163462.0,1420793896.0
After Hours,After Hours,Kehlani,4/4/2024,34629239.0,2560026.0,4592500.0
Monkeys Spinning Monkeys,SteamFun - Single,Kevin MacLeod,5/16/2011,11477477.0,11457166.0,233232311463.0
One Kiss (with Dua Lipa),Dua Lipa (Complete Edition),Calvin Harris,1/1/2015,2178606166.0,1256080361.0,1597020461.0
Mmhmm,Mmhmm,BigXthaPlug,10/6/2023,155648648.0,27758776.0,7609548.0
BOP,KIRK,DaBaby,9/27/2019,820923123.0,661665888.0,129969428.0
Titanium (feat. Sia),Nothing But The Beat,Sia,1/1/2011,1634403761.0,1855838617.0,510515661.0
Kahani Suno 2.0,Kahani Suno 2.0,Kaifi Khalil,5/31/2022,296648613.0,510727740.0,410960127.0
No_se_ve.mp3,No_se_ve.mp3 - Single,Emilia,5/3/2023,218340846.0,223159269.0,876147905.0
Lean On (feat. Mï¿½ï¿½ & DJ Snake) - J Balvin & Farruko R,Lean On (feat. Mï¿½ï¿½ & DJ Snake) [J Balvin & Farruko Re,Major Lazer,9/4/2015,53822187.0,3617929617.0,956.0
Arcade,Arcade,Duncan Laurence,3/7/2019,1184536529.0,439603979.0,6956515458.0
How Deep Is Your Love,How Deep Is Your Love,Calvin Harris,7/17/2015,1156342373.0,1961319809.0,982629718.0
BUTTERFLY EFFECT,EPIC AF,Travis Scott,1/1/2017,1388024799.0,583707677.0,236970860.0
Let You Down,Let You Down,NF,9/15/2017,1472430869.0,668707222.0,270757450.0
Bad Memories (feat. Elley Duhï¿½ï¿½ & FAST ,Bad Memories (feat. Elley Duhï¿½ï¿½ & FAST ,MEDUZA,7/22/2022,460973352.0,21938855.0,202563112.0
Yo Perreo Sola,YHLQMDLG,Bad Bunny,2/29/2020,745086450.0,818482247.0,1133216780.0
ETA,NewJeans 2nd EP 'Get Up',NewJeans,7/21/2023,234215735.0,189170317.0,297802502.0
Jordan,Jordan,Ryan Castro,4/30/2021,535847791.0,602969531.0,5134093462.0
Take You Dancing,Take You Dancing,Jason Derulo,7/22/2020,716319941.0,460154791.0,1506051452.0
BUBALU,BUBALU,Feid,9/22/2023,152487756.0,91266986.0,7708938.0
Be Alright,Be Alright,Dean Lewis,6/29/2018,1749353402.0,244698483.0,379547638.0
Jalebi Baby,Jalebi Baby,Tesher,11/13/2020,164137928.0,569438267.0,8443743856.0
Endless Summer,Endless Summer,Alan Walker,7/13/2023,28340672.0,6667293.0,395590915.0
Belly Dancer,Belly Dancer,Imanbek,2/18/2022,547114702.0,152539885.0,367187204.0
Who Told You (feat. Drake),Who Told You (feat. Drake) - Single,J Hus,6/8/2023,142574143.0,16368063.0,264112132.0
NIGHT DANCER,NIGHT DANCER - Single,imase,8/19/2022,239149370.0,281173184.0,2285171989.0
DON'T YOU WORRY,Don't You Worry,Black Eyed Peas,6/16/2022,302939117.0,236850911.0,74013480.0
MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,Elley Duhï¿,1/10/2020,1104008150.0,431904675.0,2922804533.0
Volando (Remix),Volando (Remix),Mora,7/8/2021,701919939.0,560364244.0,74137126.0
Moth To A Flame (with The Weeknd),The Highlights (Deluxe),Swedish House Mafia,2/5/2021,861100951.0,95899960.0,184453448.0
WORTH IT (feat. Don Toliver),WORTH IT (feat. Don Toliver),Offset,10/12/2023,48339964.0,9010442.0,10073870.0
Canï¿½ï¿½ï¿½t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & ,Canï¿½ï¿½ï¿½t Catch Me Now (from The Hunger Games: The Ballad of Songbirds & S,Olivia Rodrigo,11/3/2023,259807712.0,9545403.0,538186129.0
Solteiro Forï¿½ï¿½ado - (Boiadeira Internacio,Solteiro Forï¿½ï¿½ado (Boiadeira Internacio,Ana Castela,7/7/2023,210195998.0,291263121.0,55226429.0
"Naa Ready (From ""Leo"")","Naa Ready (From ""Leo"")",Anirudh Ravichander,6/22/2023,142430643.0,347065741.0,18800.0
Dï¿½ï¿½jala Que Vuelva (feat. Manuel Tur,Dï¿½ï¿½jala Que Vuelva (feat. Manuel Tur,Piso 21,10/20/2017,871780891.0,2169311851.0,121241311.0
Feel the POP,You had me at HELLO,ZEROBASEONE,5/13/2024,8699917.0,31498812.0,329800.0
Diamonds,Unapologetic (Edited Version),Rihanna,1/1/2012,1419912461.0,2336257288.0,6890158.0
Fuera del mercado,@dannocean,Danny Ocean,2/17/2022,535013440.0,162236183.0,4479627831.0
El Cielo,El Cielo - Single,Sky Rompiendo,6/2/2023,354097795.0,89166241.0,107126101.0
ALL MY FELLAS,ALL MY FELLAS,Frizk,9/19/2023,56978899.0,31575700.0,641905367.0
Me Fui de Vacaciones,Un Verano Sin Ti,Bad Bunny,5/6/2022,366872354.0,146768761.0,1794129686.0
Talk (feat. Disclosure),Talk,Khalid,2/7/2019,968194426.0,468753245.0,175481915.0
Reloj,Reloj,Rauw Alejandro,10/22/2020,579749218.0,645701697.0,1294351127.0
Youï¿½ï¿½ï¿½re Mines Still (feat. ,Youï¿½ï¿½ï¿½re Mines Still (feat. ,Yung Bleu,10/15/2020,233139871.0,425539008.0,111422826.0
Sorry 4 The Wait,Sorry 4 The Wait,Lil Wayne,1/14/2022,24285898.0,9750600.0,1029336.0
DILUVIO,PLAYA SATURNO,Rauw Alejandro,7/7/2023,310562790.0,113130284.0,372688472.0
ZEZE (feat. Travis Scott & Offset),ZEZE (feat. Travis Scott & Offset),Kodak Black,10/12/2018,1070685587.0,494548432.0,463776007.0
Peaches,The Super Mario Bros. Movie (Original Motion Picture Soundtrack),Jack Black,4/7/2023,144252786.0,68229038.0,3002241315.0
Take My Breath - Single Version,Take My Breath,The Weeknd,8/5/2021,465348362.0,218889957.0,224955330.0
Lavender Haze,Midnights,Taylor Swift,10/21/2022,711138043.0,26695871.0,302181012.0
KU LO SA - A COLORS SHOW,KU LO SA - A COLORS SHOW,Oxlade,6/10/2022,331419634.0,90820063.0,534189550.0
Toca o Trompete,Cadï¿½ï¿½ o After? P,Felipe Amorim,7/21/2023,166784328.0,196927226.0,1222155154.0
Nobody Gets Me,SOS,SZA,12/9/2022,561645790.0,79127644.0,220878489.0
Glock In My Lap,SAVAGE MODE II,21 Savage,10/2/2020,614603953.0,164711656.0,162296330.0
CORAZï¿½ï¿½N VA,CORAZï¿½ï¿½N VA,Maria Becerra,6/22/2023,251442618.0,209201810.0,541965678.0
PUNTO G,Punto G,Quevedo,11/4/2022,600073400.0,171936153.0,450971538.0
"Muqabla (From ""Street Dancer 3D"")","Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,12/21/2019,102668822.0,1111498706.0,557936748.0
Ditto,Ditto,NewJeans,12/19/2022,614497357.0,202069442.0,1587051148.0
Abejita Chiquitita,Las Canciones de Plim Plim Vol. 8,El Payaso Plim Plim,9/8/2023,5741262.0,272927101.0,11056.0
Love wins all,Love wins all,IU,1/24/2024,60903416.0,122003102.0,712700.0
PRINCESITA DE ...,ýýNFASIS,Jere Klein,12/1/2023,106290197.0,139655492.0,245.0
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,10/5/2021,912709169.0,410395727.0,303742856.0
BABY HELLO,BABY HELLO - Single,Rauw Alejandro,6/23/2023,268383799.0,69047745.0,103169265.0
ONE CALL,ONE CALL,Rich Amiri,11/3/2023,271566931.0,24725245.0,8704294.0
2/Catorce,2/Catorce,Rauw Alejandro,2/14/2021,534981600.0,607206864.0,2285726710.0
Ride,Ride,Twenty One Pilots,5/12/2015,1724766252.0,1832805733.0,515516585.0
Dusk Till Dawn (feat. Sia),Dusk Till Dawn (feat. Sia) - Single,ZAYN,9/8/2017,7660758.0,2384906510.0,2577621675.0
Rush,Rush,Troye Sivan,7/13/2023,299291405.0,59684881.0,341762321.0
Physical,Physical,Dua Lipa,1/30/2020,967029446.0,570687048.0,430832681.0
Pumped Up Kicks,Pumped up Kicks,Foster The People,1/1/2010,1791778314.0,599930123.0,2757623631.0
Yes Indeed,Yes Indeed,Lil Baby,5/15/2018,1110994645.0,143629586.0,194904663.0
Open Arms (feat. Travis Scott),SOS,SZA,12/8/2022,418181065.0,87097570.0,155757311.0
edamame (feat. Rich Brian),edamame,bbno$,7/24/2021,460770585.0,129095680.0,5783885492.0
Turn Down for What,Turn Down for What,DJ Snake,12/18/2013,547207250.0,1350062601.0,1943093911.0
Smokin Out The Window,Smokin Out The Window,Bruno Mars,11/5/2021,463977298.0,219573887.0,26701713.0
From The D To The A (feat. Lil Yachty),From The D To The A (feat. Lil Yachty),Tee Grizzley,3/17/2017,364325529.0,29708407.0,16341869.0
Me Rehï¿½ï,Los Nï¿½ï¿½meros 1 De Los 40 (Music Inspires L,Danny Ocean,11/3/2017,1778934858.0,1915123572.0,158762431.0
Nonsense,emails i can't send,Sabrina Carpenter,7/15/2022,817286460.0,156580179.0,357890160.0
Run It Up (feat. Offset & Moneybagg Yo),Destined 2 Win,Lil Tjay,4/2/2021,392745531.0,96203913.0,137477748.0
Lose You To Love Me,Lose You To Love Me,Selena Gomez,10/23/2019,1222228366.0,569150755.0,519924812.0
Worth It,Worth It,YK Osiris,2/8/2019,340112388.0,283340446.0,132694197.0
Fight The Feeling,Fight The Feeling,Rod Wave,3/31/2023,86327319.0,65828097.0,137960911.0
Robbery,Robbery,Juice WRLD,2/13/2019,1306374052.0,606402216.0,281781468.0
Bebe Dame,Bebe Dame - Single,Fuerza Regida,12/16/2022,562099076.0,11080081.0,1746059702.0
Green Green Grass,george ezra songs to play when the sun's out,George Ezra,3/22/2022,300430813.0,103550086.0,3375488113.0
Fiel,Los Legendarios 001,Los Legendarios,2/4/2021,642558596.0,357508658.0,2853555921.0
Neverita,Un Verano Sin Ti,Bad Bunny,5/6/2022,831868563.0,181498962.0,985066343.0
Infinity,Feel Something,Jaymes Young,6/23/2017,1059940209.0,569314714.0,22241102823.0
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Highlights (Deluxe),The Weeknd,2/5/2021,812954133.0,66369681.0,797041217.0
adore u,adore u,Fred again..,8/11/2023,129427492.0,10933079.0,135983684.0
Numb Little Bug,Numb Little Bug,Em Beihold,1/28/2022,360584207.0,41254765.0,667895022.0
Feel It,Feel It (From The Original Series ï¿½ï¿½ï¿½Invincib,d4vd,3/28/2024,110377644.0,10803398.0,4211900.0
Loco Contigo (feat. J. Balvin & Tyga),"Loco Contigo (with J. Balvin, feat. Tyga)",DJ Snake,6/13/2019,822696809.0,587804570.0,404031807.0
Faz um Vuk Vuk (Teto Espelhado),Faz um Vuk Vuk (Teto Espelhado),MC Kevin o Chris,7/20/2023,222879686.0,183254308.0,315723211.0
Suicidal,Melly vs. Melvin,YNW Melly,11/22/2019,572441305.0,317626075.0,1659032393.0
"Photo (From ""Luka Chuppi"")","Photo (From ""Luka Chuppi"")",Karan Sehmbi,2/12/2019,72849488.0,329389939.0,246534268.0
Sky,Whole Lotta Red,Playboi Carti,12/25/2020,710319373.0,183959519.0,363975031.0
Payphone,Overexposed Track By Track,Maroon 5,1/1/2012,1828026153.0,1051247406.0,397860038.0
I Like Me Better,I Like Me Better,Lauv,5/19/2017,1784308411.0,837720618.0,886160801.0
RUNAWAY,RUNAWAY,OneRepublic,5/26/2023,127466467.0,13668402.0,9346042.0
On My Love,On My Love (Sped Up),Zara Larsson,9/12/2023,128024416.0,14394570.0,8090936.0
Mujeriego,Mujeriego - Single,Ryan Castro,12/17/2021,285723562.0,316060497.0,6484877304.0
Miss The Rage (feat. Playboi Carti),Miss The Rage,Trippie Redd,5/7/2021,535695469.0,171889127.0,1011224005.0
Florida!!! (feat. Florence + the Machine),THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,140177107.0,13707215.0,45866138.0
Legends,Legends,Juice WRLD,6/22/2018,681282854.0,186468599.0,157362351.0
Black Beatles,SremmLife 2 (Deluxe),Rae Sremmurd,8/12/2016,972005229.0,1178473071.0,184153973.0
King Size,Feed Tha Streets III,Roddy Ricch,11/18/2022,3248779.0,590470795.0,297262.0
Girls Want Girls (with Lil Baby),Certified Lover Boy,Drake,9/3/2021,459480135.0,94845922.0,550340528.0
SLOW DANCING IN THE DARK,SLOW DANCING IN THE DARK,Joji,9/12/2018,1291244134.0,576756813.0,1853292133.0
BIPOLAR,BIPOLAR,Peso Pluma,9/7/2023,222295526.0,110937613.0,83048.0
Addicted,Addicted (feat. Ink) - Single,Zerb,3/29/2024,63142772.0,320436.0,63352002.0
Besos Moja2,Besos Moja2,Wisin & Yandel,9/29/2022,416361102.0,251373932.0,1931498021.0
Wake Up in the Sky,Wake Up in the Sky,Gucci Mane,9/14/2018,996942947.0,614755305.0,424030507.0
Chanel,Chanel,Becky G,3/30/2023,287853890.0,267142398.0,550080768.0
Otro Trago,Sueï¿½ï,Sech,4/18/2019,693061510.0,1315371330.0,81046643.0
Back In Blood (feat. Lil Durk),Back In Blood (feat. Lil Durk),Pooh Shiesty,11/6/2020,378239461.0,477876565.0,230352883.0
Jugaste y Sufrï¿,Corta Venas,Eslabon Armado,12/18/2020,492509763.0,420395103.0,624633508.0
Una Foto Remix (feat. Emilia),Una Foto Remix (feat. Emilia),Mesita,1/5/2024,206001461.0,45907269.0,13500000.0
Religiously,Religiously,Bailey Zimmerman,3/17/2023,225556005.0,23904394.0,56949752.0
What Happened To Virgil (feat. Gunna),7220,Lil Durk,3/11/2022,144889291.0,98375891.0,515213856.0
Hello,Hello,Adele,10/23/2015,1550553401.0,347935820.0,707793848.0
HAY LUPITA,HAY LUPITA - Single,Lomiiel,3/28/2024,22692011.0,51510163.0,84927420.0
Gatita,Gatita,Bellakath,10/5/2022,218661601.0,173995566.0,2353588008.0
World on Fire,NATE SMITH (DELUXE),Nate Smith,4/28/2023,100360956.0,12196961.0,57109846.0
Love You Anyway,Love You Anyway,Luke Combs,2/10/2023,164507374.0,47201934.0,220946119.0
MOJABI GHOST,DATA,Tainy,6/29/2023,368429447.0,74049864.0,6911099.0
N95,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,426936498.0,124386115.0,186922543.0
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],HEROES & VILLAINS,Metro Boomin,12/2/2022,325654069.0,21886334.0,19.0
Earned It (Fifty Shades Of Grey),Fifty Shades Of Grey (Original Motion Picture Soundtrack),The Weeknd,2/10/2015,1667089416.0,955666073.0,1048617583.0
Gucci Gang,Gucci Gang,Lil Pump,8/31/2017,648757330.0,1402505864.0,243585831.0
La Bebe,LPM,Yng Lvcas,12/24/2021,255707376.0,132383657.0,3229349729.0
Jaded,Endless Summer Vacation,Miley Cyrus,3/10/2023,173349210.0,69971780.0,120314198.0
Bye,Bye,Peso Pluma,5/26/2023,252239644.0,157154307.0,1121997176.0
L$d,Deaf 2 Society,Luclover,4/22/2022,34621941.0,4019929.0,5720070197.0
Wolves,Wolves,Selena Gomez,10/25/2017,1358424406.0,930929767.0,253791542.0
Scars To Your Beautiful,Know-It-All,Alessia Cara,11/13/2015,1422563654.0,710718042.0,736544909.0
FRI(END)S,FRI(END)S,V,3/15/2024,196612187.0,38102046.0,26700.0
Surface Pressure,Encanto (Original Motion Picture Soundtrack),Jessica Darrow,11/19/2021,318018082.0,580242930.0,1100134488.0
Praise God,Donda,Kanye West,8/29/2021,451323154.0,75632640.0,4707280248.0
El Azul,El Azul - Single,Junior H,2/10/2023,684103586.0,125144381.0,622470844.0
EARFQUAKE,IGOR,"Tyler, The Creator",5/17/2019,962546385.0,262134097.0,247993418.0
Ya Supï¿½ï¿½rame (En V,Ya Supï¿½ï¿½rame (En Vivo) - Si,Grupo Firme,8/13/2021,347218974.0,662346628.0,394751759.0
if u think i'm pretty,if u think i'm pretty,Artemas,10/24/2023,219995278.0,25556375.0,561266399.0
Fin de Semana,Fin de Semana,Oscar Maydon,1/13/2023,568846143.0,209204080.0,19351144.0
My Oh My (feat. DaBaby),Romance,Camila Cabello,12/6/2019,703865912.0,344504691.0,2298790080.0
Forever After All,What You See Ain't Always What You Get (Deluxe Edition),Luke Combs,10/23/2020,472886929.0,247466941.0,454676514.0
123 Song,123 Song,D Billions,10/23/2019,628692.0,1754170433.0,669921.0
Hello (feat. A Boogie Wit da Hoodie),Shoot For The Stars Aim For The Moon (Deluxe),Pop Smoke,7/20/2020,578061816.0,261251373.0,259813719.0
Numb,Numb,Marshmello,6/10/2022,401066217.0,54641192.0,172191.0
Ojapiano,Ojapiano - Single,KCee,6/3/2023,27444985.0,30407112.0,619648663.0
Area Codes,Area Codes,Kaliii,3/17/2023,228240866.0,71928705.0,1249845764.0
Medallo,Hecho En Medellï¿½,Blessd,10/27/2021,452087681.0,509694751.0,754567803.0
Domingo Abacaxi Flamingo,Domingo Abacaxi Flamingo,Bolofofos,9/2/2020,12933566.0,1306329440.0,40068889.0
Riptide,Ministry Of Sound Presents Chillout Sessions XVI,Vance Joy,1/1/2013,2541833602.0,533440453.0,3108986398.0
Ch y la Pizza,Ch y la Pizza,Fuerza Regida,12/1/2022,511421362.0,265678775.0,204148897.0
In Ha Mood,In Ha Mood,Ice Spice,1/6/2023,190126590.0,71742798.0,1435693104.0
ALL MINE,WASTELAND,Brent Faiyaz,7/8/2022,315014005.0,77564375.0,366123920.0
Let Me Know (I Wonder Why Freestyle),Sucker,Juice WRLD,7/1/2019,503584339.0,125086953.0,126546185.0
The Night We Met,The Night We Met,Lord Huron,2/9/2015,2097181065.0,807672690.0,1722597041.0
Playa Del Inglï¿½,Playa Del Inglï¿½ï¿½s - Si,Quevedo,12/15/2022,347558532.0,151166424.0,323188246.0
Talk,Talk,Yeat,9/2/2022,242057987.0,39581789.0,109453452.0
Now And Then,Now And Then,The Beatles,11/2/2023,66843778.0,52809148.0,151511760.0
Kya Loge Tum,Kya Loge Tum,B Praak,5/15/2023,89701636.0,375460772.0,15339768.0
Nonstop,Scorpion,Drake,6/29/2018,1118459427.0,409939539.0,2167216619.0
LOVE DIVE,LOVE DIVE,IVE,4/5/2022,397988770.0,583304882.0,1878718115.0
Go Stupid,Go Stupid,Polo G,2/14/2020,416388749.0,122253253.0,940333420.0
POPSTAR (feat. Drake),POPSTAR (feat. Drake),DJ Khaled,7/17/2020,712664065.0,384597914.0,247613041.0
Lovesick Girls,THE ALBUM,BLACKPINK,10/2/2020,561712007.0,959285337.0,694367550.0
Solo (feat. Demi Lovato),Solo (feat. Demi Lovato),Clean Bandit,5/17/2018,1042065058.0,90354845.0,3283690900.0
Una Vida Pasada,Una Vida Pasada,Camilo,4/2/2024,50955386.0,40003695.0,40019764.0
ASI ES LA VIDA,ASI ES LA VIDA,Enrique Iglesias,9/28/2023,123776123.0,144081808.0,80775271.0
Corazï¿½,Corazï¿½,Maluma,11/3/2017,598040653.0,1871767126.0,44176203.0
Fantasias,Fantasias,Rauw Alejandro,8/29/2019,663578551.0,1120507756.0,121300058.0
El Jefe,El Jefe,Shakira,9/20/2023,122882453.0,164469434.0,72400.0
Am,AM,Nio Garcia,1/28/2021,361357607.0,668095711.0,1087148231.0
Te Lo Agradezco,Te Lo Agradezco,Kany Garcï¿½,7/27/2023,169162533.0,210403837.0,22480064.0
PLEBADA,PLEBADA,El Alfa,6/8/2023,148677837.0,254704259.0,724569.0
Marea (Weï¿½ï¿½ï¿½ve Lost Da,Marea (Weï¿½ï¿½ï¿½ve Lost Da,Fred again..,2/22/2021,336943720.0,31888669.0,155341425.0
Fall In Love,Fall In Love,Bailey Zimmerman,2/11/2022,262185115.0,121592933.0,149251921.0
